브랜드,차량이름,트림,차량번호,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,제시번호,전속이력,침수이력,용도이력,소유자변경,딜러이름,딜러위치,딜러전화번호,url,선루프,제논라이트(HID),알루미늄휠,전동접이식미러,주간주행등(DLR),파노라마썬루프,루프랙,LED리어램프,하이빔 어시스트,고스트 도어 클로징,자동슬라이딩도어,전동사이드스탭,어댑티드헤드램프,열선시트,통풍시트,파워핸들,핸들 리모컨,가죽시트,운전석전동시트,조수석전동시트,뒷좌석전동시트,메모리시트,안마시트,슈퍼비전계기판,패들시프트,하이패스,메모리시트(동승석),열선시트(뒷좌석),엠비언트라이트,워크인시트,전동햇빛가리개,통풍시트(동승석),통풍시트(뒷좌석),후방감지센서,사이드&커튼에어백,운전석에어백,조수석에어백,후방카메라,어라운드뷰,블랙박스,ABS,ECS,TCS,차체자세제어장치,차선이탈경보장치,도난경보기,타이어 공기압감지,무릎에어백,주차감지센서(전방),전방카메라,자동긴급제동(AEB),스마트키,파워윈도우,자동도어잠금,풀오토에어컨,오토라이트,자동주차시스템,전자식파킹브레이크,HUD,ECM룸밀러,크루즈컨트롤,전동트렁크,핸들열선,무선도어 잠금장치,레인센서와이퍼,스탑앤고,무선충전,내비게이션,CD플레이어,CD체인저,AV시스템,MP3,AUX,USB,핸즈프리,iPod 단자,뒷좌석모니터,스마트폰미러링,내비게이션 (비순정),블루투스
현대,싼타페 CM,2WD(2.2 VGT) SLX 최고급형,06누8228,06년04월(06년형),"180,325km",디젤,오토,정보없음,SUV,0cc,은색,정보없음,없음,1건,2016249490,없음,없음,없음,7회,김진홍 딜러,경기 수원오토컬렉션,0504-859-3276,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=10926296,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
현대,에쿠스,GS350 럭셔리,22부5477,05년08월(06년형),"114,196km",가솔린,오토,정보없음,대형,"3,497cc",검정,없음,없음,없음,2019157931,없음,없음,없음,6회,유성훈 딜러,경기 국민차매매단지(부천점),0504-869-6630,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=11548562,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
현대,엑센트(신형),1.6 VGT Luxury,23오8397,11년08월(11년형),"160,000km",디젤,오토,정보없음,소형,"1,598cc",흰색,정보없음,없음,없음,0191285516,없음,없음,없음,4회,박진규 딜러,경기 SKV1모터스매매단지,0504-874-4847,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=11646053,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1
현대,아반떼AD,1.6 GDi 프리미엄,08너0371,16년12월(17년형),"46,956km",가솔린,오토,13.1Km,준중형,"1,591cc",검정색,없음,없음,없음,2006000761,없음,없음,없음,1회,김수현 딜러,경기 양주시 개별단지,0504-862-9364,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=11614948,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0
현대,아반떼AD,1.6 LPi 렌터카 스타일,36무5274,16년03월(16년형),"137,000km",LPG,오토,정보없음,준중형,"1,591cc",흰색,없음,없음,1건,2019023236,없음,없음,있음,1회,최용호 딜러,광주 풍암자동차매매2단지,0504-862-5721,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=11269615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
현대,에쿠스,JS350 기본형,21가1627,04년01월(04년형),"203,000km",가솔린,오토,정보없음,대형,"3,497cc",검정,없음,없음,없음,2019104666,없음,없음,없음,4회,이응렬 딜러,경기 고양시 덕양구 개별단지,0504-834-1171,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=11398105,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
현대,그랜저HG,LPG HG300 택시 개인형,69루4974,14년09월(15년형),"186,570km",LPG,오토,정보없음,대형,"2,999cc",은색,없음,없음,없음,201809002983,없음,없음,있음,없음,박홍수 딜러,울산 울산자동차매매단지,0504-875-5266,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=11402635,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0
현대,i40 Saloon,1.7 VGT PYL,67보1741,15년01월(15년형),"92,000km",디젤,오토,정보없음,중형,"1,685cc",검정,없음,없음,1건,2018064101,없음,없음,없음,1회,최용호 딜러,광주 풍암자동차매매2단지,0503-5320-1676,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=10827825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
현대,싼타모,SOHC STD 기본형,01로3234,00년07월(00년형),"149,200km",LPG,오토,정보없음,RV,"1,197cc",흰색,없음,없음,없음,.,없음,없음,없음,3회,권용진 딜러,충북 M-City 단지,0504-882-6150,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=11488439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
현대,e-마이티,3.5톤 일반캡 DLX,87수2003,07년09월(07년형),"311,000km",디젤,수동,정보없음,트럭,0cc,흰색,정보없음,없음,없음,123456,없음,없음,있음,5회,유재학 딜러,경기 남수원자동차매매단지,0507-2019-8766,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=11639763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
현대,그랜저IG,3.0 익스클루시브 스페셜,51하6985,18년08월(19년형),"27,000km",가솔린,오토,정보없음,대형,"2,999cc",검정색,없음,없음,없음,20200828,없음,없음,있음,없음,이기영 딜러,경기 국민차매매단지(공항점),0504-881-9869,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=20701635,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1
현대,e-카운티,롱바디 DLX 12~15인승 자가용,75부9504,11년07월(11년형),"94,959km",디젤,수동,정보없음,버스,"3,933cc",진주색,없음,없음,없음,2019094722,없음,없음,있음,6회,김남용 딜러,경기 DY카랜드,0504-882-5660,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=11508238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
현대,그랜저IG,3.0 프리미엄,14주5040,19년03월(19년형),"11,142km",가솔린,오토,정보없음,대형,"2,999cc",검정색,없음,없음,없음,9092030080,없음,없음,없음,없음,신원찬 딜러,서울 강서오토플렉스,0504-833-2686,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=11621065,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0
현대,그랜저,2.4,06부3470,89년07월(89년형),"61,857km",가솔린,오토,정보없음,대형,"2,399cc",검정색,없음,없음,없음,2016012425,없음,없음,없음,3회,강병수 딜러,부산 남부산자동차매매단지,0503-5320-2865,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=10923103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
현대,올 뉴 투싼,디젤(e-VGT UⅡ)1.7 2WD 모던,274마8196,16년06월(17년형),"96,000km",디젤,오토,15.0Km,SUV,0cc,회색,정보없음,없음,없음,정보없음,없음,없음,있음,1회,김욱 딜러,경기 도이치오토월드,0507-0475-5271,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=20590261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
현대,싼타페 CM,2WD(2.0 VGT) MLX 고급형,36우5144,09년02월(09년형),"43,817km",디젤,오토,정보없음,SUV,0cc,흰색,정보없음,없음,없음,0201170965,없음,없음,있음,6회,박시하 딜러,경기 수원오토컬렉션,0504-875-1764,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=20577283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
현대,더 럭셔리 그랜저,Q270 LPI 팩1,26부8717,10년02월(10년형),"218,577km",LPG,오토,정보없음,대형,"2,700cc",검정색,없음,없음,없음,2019031430,없음,없음,있음,3회,이진강 딜러,전북 월드컵자동차매매단지,0504-861-6671,https://www.kbchachacha.com//public/car/detail.kbc?carSeq=11542019,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
